"","Establishment.ID","Inspection.ID","Establishment.Name","Severity","Latitude","Longitude"
"13451",10763019,105269260,"WOOD 900","S",43.65579,-79.36361
"13452",10763050,105033691,"CIRCLE K","M",43.66103,-79.3596
"13453",10763051,105033695,"CHATIME","NA",43.66089,-79.35963
"13454",10763076,105315263,"REAL FRUIT  BUBBLE TEA","S",43.76829,-79.41228
"13455",10763077,105152971,"VIET THAI KITCHEN","S",43.7225,-79.3021
"13456",10763079,105033877,"PILOT COFFEE ROASTERS","NA",43.65028,-79.38078
"13457",10763084,105033914,"ROYAL CANADIAN LEGION BRANCH 258 HIGHLAND CREEK","NA",43.7857,-79.17101
"13458",10763123,105034172,"THE SPICY VENUE","NA",43.76784,-79.27055
"13459",10763125,105109073,"AROMA ESPRESSO BAR","S",43.77342,-79.50234
"13460",10763128,105034220,"BREWING BROKERS","NA",43.7268,-79.40232
"13461",10763131,105313812,"THAI EXPRESS","S",43.77342,-79.50234
"13462",10763143,105422895,"PITA LAND","S",43.77342,-79.50234
"13463",10763178,105034560,"ALBION SMOKE & VARIETY","M",43.72493,-79.55074
"13464",10763181,105209413,"YAYA GREEK BISTRO","C",43.66314,-79.33177
"13465",10763226,105034833,"THE PARKDALE HALL","NA",43.63888,-79.44408
"13466",10763234,105296300,"BLACK PEARL BAR","S",43.64757,-79.38828
"13467",10763235,105034942,"POPEYES","NA",43.77775,-79.3445
"13468",10763249,105035057,"SUBWAY","NA",43.72917,-79.60684
"13469",10763262,105035124,"MAC'S SUSHI","S",43.77342,-79.50234
"13470",10763268,105035162,"STARBUCKS","NA",43.77342,-79.50234
"13471",10763271,105035167,"YORK U - CENTRAL SQUARE CAFETERIA","NA",43.77342,-79.50234
"13472",10763272,105259457,"SAINT GERMAIN BAKERY ( TORONTO) LTD","S",43.80429,-79.33138
"13473",10763276,105035201,"SU KARAOKE BAR","NA",43.66801,-79.38548
"13474",10763307,105035407,"PETRO CANADA","NA",43.71254,-79.56555
"13475",10763343,105035715,"OSGOODE BISTRO","NA",43.77342,-79.50234
"13476",10763344,105035733,"TEL CENTRE BUILDING CAFETERIA","NA",43.77342,-79.50234
"13477",10763346,105035746,"DAISY MART","NA",43.80776,-79.35719
"13478",10763347,105340191,"NO. 10 DEAN","C",43.71028,-79.39401
"13479",10763350,105135607,"KITCHEN FOOD FAIR","M",43.6839,-79.56485
"13480",10763357,105354412,"SELVA RESTAURANT","M",43.64917,-79.38955
"13481",10763375,105234103,"CHASKA","M",43.77342,-79.50234
"13482",10763376,105035948,"WINTERS COLLEGE CAFETERIA","M",43.77342,-79.50234
"13483",10763377,105035958,"KIMBOURNE PARK UNITED CHURCH","NA",43.68569,-79.32252
"13484",10763378,105331326,"BIRYANI N BARBQ","S",43.83557,-79.25386
"13485",10763379,105179857,"PEARL CHINESE DIM SUM","S",43.70016,-79.4536
"13486",10763406,105484553,"OBR FCP EVENTS - 100QQ","M",43.6436,-79.37095
"13487",10763407,105036128,"RAINBOW CONVEINIENCE","NA",43.63654,-79.52074
"13488",10763415,105036204,"EDDY'S MINI GROCERY STORE","NA",43.6745,-79.45966
"13489",10763423,105386650,"TIM HORTONS","S",43.8019,-79.30906
"13490",10763440,105222707,"SURREAL FOOD CO","C",43.69989,-79.4295
"13491",10763463,105036564,"ATTO SUSHI","NA",43.68637,-79.30907
"13492",10763466,105463839,"TIM HORTONS","S",43.72718,-79.37806
"13493",10763468,105036600,"MANDY'S GOURMET SALADS - KITCHEN HUB","NA",43.64008,-79.4232
"13494",10763470,105036606,"KITCHEN HUB FOOD HALL","NA",43.64008,-79.4232
"13495",10763553,105463800,"GLENDON COLLEGE CAFETERIA","C",43.72718,-79.37806
"13496",10763569,105282885,"MOMOTARO SUSHI","S",43.66529,-79.46646
"13497",10763585,105037289,"BOOSTER JUICE - Hawk's Nest","NA",43.72917,-79.60684
"13498",10763619,105037454,"AFGHAN DRY FRUITS","NA",43.7517,-79.26149
"13499",10763625,105037493,"CORNER STONE MARKET","NA",43.76901,-79.36982
"13500",10763627,105037506,"DUNDAS VARIETY","NA",43.66536,-79.47341
"13501",10763638,105357076,"BURGER KING","S",43.74181,-79.31311
"13502",10763642,105037587,"XUN'S STANLEY VARIETY STORE","NA",43.66179,-79.36964
"13503",10763646,105037603,"YOUNG'S VARIETY","NA",43.6451,-79.52074
"13504",10763648,105222720,"LEROS GRILL","S",43.74181,-79.31311
"13505",10763663,105037683,"DASHMART BY DOORDASH","NA",43.69942,-79.45289
"13506",10763702,105037913,"CHANDELIER FINE DINE","NA",43.70059,-79.3968
"13507",10763708,105037965,"QUEEN STREET VARIETY","NA",43.66384,-79.32843
"13508",10763738,105038175,"TORONTO SUN WAH TRADING LTD","M",43.62304,-79.51147
"13509",10763739,105147867,"BIRRIA CATRINA","S",43.64303,-79.44777
"13510",10763742,105038196,"TORONTO SUN WAH TRADING","M",43.62304,-79.51147
"13511",10763754,105038296,"VALIONA","M",43.78237,-79.48933
"13512",10763760,105483236,"REFUEL","S",43.76923,-79.38837
"13513",10763762,105038366,"COURAGE COOKIES","NA",43.64096,-79.40217
"13514",10763777,105379729,"PUNJABI CHAAP CORNER","M",43.82539,-79.24779
"13515",10763782,105038494,"INS MARKET","NA",43.78018,-79.41596
"13516",10763815,105280514,"EGGSMART","S",43.69518,-79.34281
"13517",10763818,105100163,"MOMO LOCO DUMPLINGS AND WOK","S",43.64409,-79.40096
"13518",10763838,105038862,"SUE FUNG'S DIM SUM CANTEEN","M",43.65721,-79.40407
"13519",10763851,105038987,"WORLD VARIETY","NA",43.68609,-79.48713
"13520",10763862,105039093,"OCEAN PACKERS INC.","NA",43.62843,-79.52594
"13521",10763863,105039118,"FRESHII","M",43.66638,-79.4064
"13522",10763864,105039123,"YOGURTY S","S",43.6511,-79.47559
"13523",10763865,105039128,"MEYERS VARIETY","S",43.72423,-79.5091
"13524",10763870,105210578,"SUMMERHILL CONVENIENCE","M",43.68262,-79.39152
"13525",10763891,105039258,"SUMMER'S BEST","NA",43.70575,-79.3749
"13526",10763899,105039311,"GAS CONVENIENCE","NA",43.74236,-79.59501
"13527",10763900,105358274,"O&J'S RESTAURANT AND LOUNGE","S",43.69163,-79.53185
"13528",10763910,105132563,"BUTTER CHICKEN ROTI","S",43.69743,-79.32898
"13529",10763913,105119056,"BOWL & SNACKS","S",43.66065,-79.36607
"13530",10763924,105129864,"St. Joseph's Morrow Park Cafeteria","S",43.793,-79.39488
"13531",10763945,105227037,"REVITASIZE","M",43.64805,-79.38345
"13532",10763970,105039855,"CHA OC HA NOI","NA",43.73924,-79.51133
"13533",10763972,105039870,"SABOR CARIOCA","NA",43.67465,-79.45931
"13534",10763985,105439200,"AMATO GYROS247","M",43.66044,-79.38239
"13535",10764006,105040112,"KINGSWAY POP","M",43.64855,-79.50695
"13536",10764013,105040156,"INDEPENDENT- YOUR INDEPENDENT GROCER","M",43.79161,-79.39302
"13537",10764019,105152130,"OFFWORLD BAR","S",43.64643,-79.40688
"13538",10764021,105415446,"SIMPLY SMART CHILDCARE CENTRE & MONTESSORI","M",43.65043,-79.4784
"13539",10764022,105040204,"AMESBURY MIDDLE SCHOOL","NA",43.70871,-79.49402
"13540",10764028,105040246,"ST. FRANCIS XAVIER - STUDENT NUTRITION SNACK PROGRAM","NA",43.71086,-79.48341
"13541",10764035,105040319,"FUSION KITCHEN","S",43.68737,-79.30671
"13542",10764049,105040498,"BELLA SPORTS BAR","S",43.68187,-79.3316
"13543",10764061,105454623,"MR. SMOKE AND VARIETY","C",43.72653,-79.48359
"13544",10764062,105114432,"LAZEEZ SHAWARMA","S",43.68211,-79.47121
"13545",10764064,105417577,"ZOOMYS JUICERY","S",43.68816,-79.34806
"13546",10764068,105481391,"BURGER KING","M",43.69109,-79.57559
"13547",10764071,105040667,"FRESH 1 MARKET","S",43.6472,-79.40511
"13548",10764073,105211880,"PHILTHY PHILLY'S","S",43.64702,-79.40558
"13549",10764083,105040753,"GINO'S NOFRILLS","NA",43.69476,-79.45309
"13550",10764091,105040869,"CARIBOU GIFTS","NA",43.66523,-79.46611
"13551",10764093,105149905,"COCO FRESH TEA AND JUICE","S",43.79021,-79.19546
"13552",10764096,105040936,"GARETA EXPRESS","NA",43.72663,-79.48316
"13553",10764118,105041087,"ION COFFEE","S",43.67035,-79.29949
"13554",10764120,105041112,"PIZAPIE","S",43.65804,-79.36617
"13555",10764215,105041644,"CIRCLE K","NA",43.65379,-79.3795
"13556",10764224,105041718,"SECOND CUP COFFEE CO.","NA",43.61265,-79.55597
"13557",10764229,105041772,"H&L LIFESTYLE VARIETY","M",43.6884,-79.49273
"13558",10764231,105482686,"HONG KONG BEEF NOODLES","C",43.80348,-79.29762
"13559",10764235,105041826,"DUNDAS FOOD MART","NA",43.66492,-79.50279
"13560",10764236,105041834,"LUMACARE SERVICES","NA",43.74663,-79.53319
"13561",10764263,105144090,"TORAH TOTS PRESCHOOL","S",43.74414,-79.4353
"13562",10764273,105041994,"WAVERLEY ROAD MONTESSORI SCHOOL","NA",43.67891,-79.29904
"13563",10764275,105041998,"SPRING CAFE BISTRO","NA",43.67552,-79.38855
"13564",10764277,105135946,"KOMI BANH MI BAR","M",43.67767,-79.35006
"13565",10764287,105042074,"ORANGE  MART","NA",43.77251,-79.34486
"13566",10764294,105332723,"369 MART","C",43.71898,-79.5078
"13567",10764302,105042131,"WANAAG RESTAURANT","S",43.65716,-79.36533
"13568",10764303,105157948,"ALLEYS PARATHA ROLLS & CHAI","M",43.72308,-79.2893
"13569",10764328,105163288,"TOPOL SANDWICH","S",43.77047,-79.4126
"13570",10764349,105042387,"BLENDED FOR YOU","NA",43.67737,-79.35164
"13571",10764353,105042461,"PIZZA PIZZA","S",43.64374,-79.39148
"13572",10764355,105042487,"WEST MALL TOBACCO AND GIFT","NA",43.64517,-79.56728
"13573",10764358,105210792,"SHAMBHALA KITCHEN","C",43.64106,-79.4343
"13574",10764370,105202466,"Moon Lan","S",43.65879,-79.38221
"13575",10764382,105042740,"AR DOLLAR EXPRESS PLUS","NA",43.70057,-79.51667
"13576",10764396,105415888,"HAPPY BURGER","S",43.67437,-79.38803
"13577",10764413,105042939,"VAVA DESIGNER CAKES","S",43.78978,-79.41831
"13578",10764414,105159385,"WILLIAM LYON MACKENZIE COLLEGIATE","S",43.75348,-79.4619
"13579",10764415,105042954,"LOFT KITCHEN","NA",43.6625,-79.4242
"13580",10764420,105131891,"CAFE INSIDE","S",43.7644,-79.41035
"13581",10764447,105043194,"ICONIC BRANDS INC.","NA",43.68601,-79.47302
"13582",10764466,105043312,"CHURRASQUEIRA NOVA LISBOA AND YAUCA'S LOUNGE LTD","NA",43.67596,-79.45081
"13583",10764468,105043321,"SOUVLAKI PLACE","NA",43.62247,-79.51997
"13584",10764470,105043330,"LEE'S FOOD PRODUCTS LTD.","NA",43.79659,-79.25204
"13585",10764476,105043364,"SIMPL THINGS","NA",43.64082,-79.4343
"13586",10764483,105043452,"10168734 CANADA INC.","S",43.78145,-79.27913
"13587",10764538,105262674,"FAMOUS FRIED CHICKEN AND BURGERS","M",43.74252,-79.30522
"13588",10764547,105157977,"SHOELESS JOE'S SPORTS GRILL","C",43.71838,-79.45584
"13589",10764565,105043986,"HORNER MINI MART","NA",43.60344,-79.53881
"13590",10764566,105043990,"THE COMMON ON LISGAR","NA",43.6417,-79.42344
"13591",10764572,105044048,"DELTA VARIETY","NA",43.60394,-79.53643
"13592",10764577,105125717,"HORANGEE SIKDANG","S",43.66065,-79.38251
"13593",10764579,105277966,"QUAN NGON","C",43.75174,-79.51594
"13594",10764583,105100191,"MYUNGRANG HOTDOG","M",43.77615,-79.41431
"13595",10764598,105044243,"CHOCOSOL","NA",43.64905,-79.37177
"13596",10764599,105044251,"1688 DIM SUM","C",43.78538,-79.27752
"13597",10764600,105323142,"TWILIGHT CAFE","S",43.65551,-79.37966
"13598",10764601,105044268,"JIAN XING GINSENG","NA",43.82416,-79.30253
"13599",10764613,105239555,"GONG CHA","M",43.64489,-79.36428
"13600",10764618,105456061,"EVANA PATISSERIE & CAFE","S",43.81517,-79.29676
"13601",10764620,105044401,"YONGE CONVENIENCE","NA",43.6733,-79.38835
"13602",10764621,105231710,"THE WING SHOP","M",43.65422,-79.37045
"13603",10764648,105364100,"MANGO SUSHI","C",43.68213,-79.33055
"13604",10764666,105044782,"INS MARKET","NA",43.65028,-79.38078
"13605",10764667,105044790,"SIXTH SENSE SPA AND NAIL","NA",43.6421,-79.41142
"13606",10764668,105044793,"IDA - LINGEMAN PHARMACY","NA",43.65875,-79.48793
"13607",10764677,105330972,"A & C HOT PEPPER TAKE-OUT RESTAURANT","C",43.67393,-79.46017
"13608",10764683,105122739,"19 EATERY","C",43.77914,-79.4174
"13609",10764710,105131007,"VELOUTE CATERING","M",43.63151,-79.47452
"13610",10764719,105045147,"SING BAKERY","S",43.7837,-79.28791
"13611",10764720,105045157,"KIBO SUSHI HOUSE","S",43.7837,-79.28791
"13612",10764794,105197929,"QUEST XO CHOCOLATE","M",43.63817,-79.4208
"13613",10764802,105045668,"SHOPPERS DRUG MART","M",43.74684,-79.38479
"13614",10764806,105045699,"ZULA MARKET","NA",43.67732,-79.44727
"13615",10764816,105194517,"PAIK'S NOODLE","S",43.80562,-79.38437
"13616",10764818,105136840,"KUNG FU TEA","S",43.79772,-79.27242
"13617",10764844,105136994,"HONEYMOON DESSERT","S",43.79772,-79.27242
"13618",10764855,105046093,"NAOMI STORE","NA",43.66256,-79.36745
"13619",10764892,105345211,"PAI NORTHERN THAI KITCHEN","S",43.64008,-79.4232
"13620",10764894,105273212,"QUEEN MARGHERITA PIZZA","S",43.65813,-79.48793
"13621",10764898,105046375,"BEST HAKKA","M",43.72567,-79.31284
"13622",10764899,105286872,"OMG CAFE & TAPAS","S",43.66154,-79.42941
"13623",10764904,105472544,"HEALTHY PLANET KITCHEN","S",43.73786,-79.32114
"13624",10764908,105046464,"LA SPESA INC.","NA",43.67464,-79.45923
"13625",10764920,105046599,"FLOR DO AVE RESTAURANT INC.","NA",43.67496,-79.45762
"13626",10764922,105486505,"HAKKA","S",43.80923,-79.26932
"13627",10764923,105230724,"DOMINOS","M",43.64164,-79.53783
"13628",10764928,105046628,"ANGUS VALLEY MONTESSORI","NA",43.76226,-79.41083
"13629",10764930,105046652,"CR7 SHAWARMA AND BURGER","NA",43.81481,-79.23252
"13630",10764933,105046680,"FREE SPIRIT MONTESSORI - DOWNTOWN","NA",43.63776,-79.39515
"13631",10764934,105046703,"HARVEY'S","M",43.66647,-79.3151
"13632",10764985,105047085,"PATTIES EXPRESS","NA",43.65368,-79.38011
"13633",10764986,105137671,"TIAN JIN AUNTIE'S STEAMED BUN","S",43.65373,-79.3963
"13634",10764988,105185451,"CHURCH'S TEXAS CHICKEN","S",43.69661,-79.4472
"13635",10764991,105047147,"CLUB HISPANO","NA",43.66983,-79.48305
"13636",10764996,105147656,"THIRD PLACE","S",43.66201,-79.42503
"13637",10764997,105047205,"GRACEFIELD.P.S-GET MOVING AFTER SCHOOL PROGRAM","NA",43.70933,-79.49134
"13638",10765007,105333350,"CALL A CHICKEN","S",43.80923,-79.26932
"13639",10765008,105404396,"MIMICO CONVENIENCE PLUS","M",43.611,-79.49648
"13640",10765012,105157513,"CRAWFORD ADVENTIST ACADEMY CAFE","S",43.77174,-79.4448
"13641",10765013,105047402,"SCOOPED BY DEMETRES","NA",43.65006,-79.36004
"13642",10765014,105047405,"PIZZA SHAB","S",43.77664,-79.41458
"13643",10765015,105047416,"COASTAL BAY FOODS LTD","NA",43.77269,-79.47751
"13644",10765016,105098487,"MASALA GUYS","S",43.65726,-79.36511
"13645",10765023,105047463,"CAFE DAILY","NA",43.77838,-79.41481
"13646",10765041,105047570,"PARK DISCOUNT","NA",43.66656,-79.31682
"13647",10765047,105047609,"MAN YOU DIM SUM","NA",43.82416,-79.30253
"13648",10765063,105047702,"FRESHCO","NA",43.69678,-79.50534
"13649",10765064,105047718,"SEAFOOD KITCHEN TORONTO","M",43.683,-79.46364
"13650",10765068,105147659,"CONCORD CAFE","S",43.66258,-79.42717
"13651",10765069,105344318,"SHUN HONG KITCHEN","M",43.8322,-79.26616
"13652",10765072,105358112,"STACY'S ISLAND FLAVOR RESTAURANT","C",43.77605,-79.31813
"13653",10765081,105047856,"Q MARKET","NA",43.61395,-79.48987
"13654",10765087,105047905,"GILL'S CONVENIENCE STORE","NA",43.67775,-79.49601
"13655",10765089,105378650,"CHEF COCOY","C",43.71822,-79.42915
"13656",10765099,105048009,"ST. JAMES TOWN COMMUNITY CORNER","S",43.66843,-79.37177
"13657",10765113,105048078,"LA COZY GIFTS AND DISCOUNTS","NA",43.71355,-79.3356
"13658",10765129,105312976,"MY ROTI & DOSA PLACE","S",43.65786,-79.48764
"13659",10765131,105481411,"CARAMEL COFFEE SHOP","C",43.68074,-79.3376
"13660",10765142,105048253,"INXX LOUNGE","S",43.76358,-79.48881
"13661",10765153,105299721,"JIMMY'S COFFEE","S",43.6598,-79.34655
"13662",10765157,105048435,"SPLENDID GIFT SHOP","NA",43.82416,-79.30253
"13663",10765163,105048481,"AROONE HALAL STORE CORP","M",43.70092,-79.51794
"13664",10765167,105048504,"KALPANA'S SPICY PIZZA AND SPICY WINGS","C",43.81333,-79.238
"13665",10765176,105048575,"M & D VARIETY","NA",43.74337,-79.5146
"13666",10765178,105048605,"EXOTIX.416","NA",43.70077,-79.51741
"13667",10765182,105048633,"MCDONALD'S","M",43.7527,-79.26072
"13668",10765205,105048775,"THE TORONTO HESCHEL SCHOOL","NA",43.75235,-79.45085
"13669",10765264,105049035,"225 MORNINGSIDE FOOD BANK","C",43.76711,-79.18501
"13670",10765281,105049176,"TEAMENDOUS","S",43.73492,-79.34488
"13671",10765296,105049238,"SUNY FOTOLAB LTD","NA",43.69159,-79.46681
"13672",10765329,105049413,"THINDI","S",43.65681,-79.40598
"13673",10765335,105049449,"SHELL SELECT","NA",43.71109,-79.56704
"13674",10765350,105049506,"MARY BROWNS FRIED CHICKEN AND TATERS","NA",43.66436,-79.41474
"13675",10765358,105127230,"GOLDEN SPOON TAKE-OUT AND CATERING","S",43.79494,-79.23569
"13676",10765371,105049653,"THE JEAN TWEED CENTER","NA",43.66363,-79.3515
"13677",10765430,105050093,"MACS PIZZA","NA",43.6616,-79.42965
"13678",10765431,105147341,"SAMBA","S",43.65735,-79.38097
"13679",10765432,105125474,"POPEYE'S LOUISIANA KITCHEN","S",43.64531,-79.38967
"13680",10765436,105050145,"PANORAMA INFINITY","NA",43.74823,-79.57834
"13681",10765443,105050211,"VIANKA CONVENIENCE STORE","NA",43.70542,-79.48947
"13682",10765445,105050228,"CANADIAN TIRE","NA",43.71362,-79.36381
"13683",10765454,105314694,"APULIA GASTRONOMIA","M",43.65001,-79.48281
"13684",10765470,105127899,"DELISH  MEALS","M",43.7671,-79.47581
"13685",10765472,105050471,"DANIELS SPECTRUM","M",43.66009,-79.36194
"13686",10765500,105050745,"ULTRAVIOLET","S",43.64343,-79.42268
"13687",10765508,105118413,"MAMA BAKERY AND KARAHI","S",43.70806,-79.34298
"13688",10765511,105050841,"BUNO COFFEE INC","NA",43.67834,-79.43984
"13689",10765515,105050913,"BARGAIN WAY SMOKE & VARIETY","NA",43.70344,-79.50362
"13690",10765516,105050931,"SHELL - SNACK SHOP","NA",43.72132,-79.50918
"13691",10765522,105050987,"SNACK SHOP","NA",43.73546,-79.56081
"13692",10765554,105051157,"FOR FAMILY CONVENIENCE","NA",43.73446,-79.26105
"13693",10765558,105208835,"MAGIC CHICKEN","C",43.74285,-79.30782
"13694",10765589,105127337,"WOK'S UP","S",43.80923,-79.26932
"13695",10765603,105177394,"MLSE LAUNCHPAD","M",43.65774,-79.37477
"13696",10765617,105200605,"BAMAZE","S",43.79634,-79.41906
"13697",10765633,105051714,"PATTOA FOOD","NA",43.76734,-79.46983
"13698",10765634,105126560,"AFRICAN VILLAGE","S",43.73787,-79.56731
"13699",10765637,105203021,"BEBOP JOE'S COFFEE HOUSE","S",43.64478,-79.41717
"13700",10765639,105051820,"AMIRA'S HOT ROTI AND DOUBLES","NA",43.77178,-79.18627
"13701",10765651,105259146,"SUPERMART","S",43.7068,-79.37522
"13702",10765654,105051928,"BUSTERS RESTAURANT","M",43.68945,-79.26811
"13703",10765655,105051932,"CITY COTTAGE MARKET","NA",43.68724,-79.27138
"13704",10765656,105051942,"DOLLAR TREE","NA",43.73365,-79.26626
"13705",10765698,105052192,"JULIMAY GROCERY STORE","M",43.66782,-79.50062
"13706",10765703,105052228,"A SZECHUAN RESTAURANT","C",43.65653,-79.3997
"13707",10765712,105288009,"S AND A VARIETY STORE","S",43.66974,-79.49272
"13708",10765737,105383402,"TIM HORTONS","S",43.63753,-79.40115
"13709",10765828,105399290,"LAMBRETTA PIZZERIA","S",43.67451,-79.43169
"13710",10765842,105053222,"THE SOVEREIGN","S",43.67473,-79.43373
"13711",10765852,105053309,"RIDLEY CONVENIENCE","NA",43.73965,-79.42377
"13712",10765853,105125606,"JACOBS & CO. STEAKHOUSE","S",43.64539,-79.39778
"13713",10765856,105053328,"BAP BUBBLE TEA","NA",43.68746,-79.4914
"13714",10765872,105053505,"FUEL UP","NA",43.73976,-79.60996
"13715",10765873,105053558,"TIM HORTONS","NA",43.78176,-79.41638
"13716",10765874,105224225,"BURRITO BOYZ","S",43.69853,-79.39629
"13717",10765875,105053574,"MARIGOLD","C",43.7028,-79.38826
"13718",10765914,105053827,"NEW YORK NEWS","NA",43.7152,-79.44843
"13719",10765921,105053870,"SCHMALTZ APPETIZING","S",43.6738,-79.41174
"13720",10765940,105053969,"BLUEBIRD BAR","S",43.65223,-79.44806
"13721",10765943,105214572,"PREETHI CATERING","C",43.77335,-79.336
"13722",10765947,105054019,"ISABELLA'S MOCHI DONUT BOUTIQUE","NA",43.66453,-79.41327
"13723",10765948,105054025,"LOLA'S","S",43.64867,-79.43538
"13724",10765951,105054057,"ATOMIC 10","S",43.6785,-79.43957
"13725",10765952,105135329,"EAT LUNCH","C",43.70245,-79.45651
"13726",10765954,105321256,"D SPOT DESSERT","S",43.66714,-79.4884
"13727",10765955,105197289,"CHICKEN N DOUGH","C",43.6998,-79.43174
"13728",10765983,105054329,"YOUNG TEA","NA",43.67956,-79.43697
"13729",10766010,105054495,"STARBUCKS COFFEE","NA",43.66162,-79.3384
"13730",10766011,105054501,"CHIPOTLE MEXICAN GRILL","NA",43.67055,-79.38388
"13731",10766012,105054559,"JABISTRO","NA",43.64976,-79.38818
"13732",10766013,105280646,"ESCAPE MANOR TORONTO","S",43.64564,-79.39334
"13733",10766020,105365655,"ETOBICOKE COLLEGIATE INSTITUTE","M",43.65009,-79.5223
"13734",10766054,105096193,"MADAME SAIGON","S",43.7837,-79.28791
"13735",10766060,105054889,"WILLOWDALE CONVENIENCE","NA",43.77347,-79.40343
"13736",10766061,105054906,"BAR VENDETTA","S",43.65094,-79.41325
"13737",10766068,105054950,"PINOT'S PALETTE","NA",43.66563,-79.46514
"13738",10766072,105054973,"LITTLE GHOSTS BOOKS","S",43.65104,-79.41335
"13739",10766073,105054977,"ITACATE","S",43.67951,-79.43724
"13740",10766083,105055076,"MISS LIKKLEMORES","S",43.6452,-79.39534
"13741",10766085,105055117,"TIM HORTONS","NA",43.78176,-79.41638
"13742",10766087,105055134,"COAST TO COAST SEAFOOD","NA",43.67464,-79.43366
"13743",10766088,105055137,"PARKLAWN CONVENIENCE FOR YOU","NA",43.63241,-79.4915
"13744",10766092,105055230,"DOLLARAMA","NA",43.75685,-79.51714
"13745",10766093,105055294,"SCARBOROUGH SUPER MARKET","NA",43.81039,-79.2575
"13746",10766094,105282350,"LE SELECT BISTRO","S",43.64373,-79.39675
"13747",10766095,105055323,"MAMAKAS","NA",43.64597,-79.4199
"13748",10766096,105153769,"LA BANANE","M",43.64907,-79.42069
"13749",10766137,105055607,"PIZZA NOVA #34","S",43.6421,-79.41142
"13750",10766151,105055684,"SUSHI Q","NA",43.6562,-79.38044
"13751",10766161,105055734,"SULTANS MEDITERRANEAN GRILL","M",43.7689,-79.41303
"13752",10766173,105055809,"RAMA GAMING HOUSE","M",43.74558,-79.27287
"13753",10766175,105055844,"SHOPPERS SIMPLY PHARMACY","NA",43.74028,-79.58552
"13754",10766183,105452553,"IMPERFECT FRESH EATS","M",43.64363,-79.42054
"13755",10766205,105056074,"SAMOSA PALACE","C",43.74838,-79.47911
"13756",10766282,105119885,"EDO TORONTO WESTERN HOSPITAL","M",43.65371,-79.40606
"13757",10766283,105159474,"SALUS FRESH FOODS","S",43.64805,-79.38345
"13758",10766286,105056588,"PURDY'S CHOCOLATES","NA",43.76226,-79.41083
"13759",10766289,105056611,"ITALIAN PRODUCE","NA",43.61401,-79.52036
"13760",10766291,105056631,"DOLAN FOODS","NA",43.61401,-79.52036
"13761",10766294,105056672,"CIRCLE K","NA",43.76531,-79.28169
"13762",10766301,105133630,"SUB MASTER","S",43.65004,-79.60354
"13763",10766306,105056841,"GRACE PLACE FOOD BANK","M",43.76453,-79.28133
"13764",10766307,105277356,"CASA DEL CHURROS","S",43.74838,-79.47911
"13765",10766315,105056899,"MARKET CONVENIENCE","M",43.70616,-79.40248
"13766",10766320,105383789,"PURPLE PENGUIN CAFE","S",43.66033,-79.34224
"13767",10766321,105166078,"SHOPPERS DRUG MART","M",43.7106,-79.3805
"13768",10766353,105057350,"SHELL SNACK SHOP","NA",43.74007,-79.58105
"13769",10766354,105057389,"THE ROBYN KAY ACTING STUDIO","S",43.64789,-79.40453
"13770",10766359,105057429,"MIN RONG TRADING","NA",43.61925,-79.49756
"13771",10766361,105057437,"COMFORTO.TO","M",43.61614,-79.52036
"13772",10766367,105057478,"CEDAR VARIETY","NA",43.78438,-79.44572
"13773",10766371,105110967,"ESSO CONVENIENCE STORE","S",43.71641,-79.58172
"13774",10766372,105057510,"ESPRESSOXX1","S",43.64707,-79.40607
"13775",10766375,105483701,"MR. PUFFS","M",43.75364,-79.35785
"13776",10766388,105057597,"J SAN SUSHI & MARKET","M",43.81406,-79.34542
"13777",10766404,105145989,"GOOD BEHAVIOUR","S",43.67164,-79.32568
"13778",10766408,105057723,"MARY'S MARKET","NA",43.77474,-79.32777
"13779",10766416,105145052,"BARO","M",43.64487,-79.39697
"13780",10766420,105057841,"CORBIN CATERING","NA",43.68974,-79.2676
"13781",10766468,105058062,"CANADIAN TIRE","NA",43.69365,-79.46694
"13782",10766489,105058226,"MIZZICA GELATERIA & CAFE","NA",43.64985,-79.39108
"13783",10766497,105058301,"POPPADUM","NA",43.67247,-79.38794
"13784",10766502,105218910,"MASTER BUTCHERS SHOP","S",43.74708,-79.28544
"13785",10766509,105058374,"ROUGE KITCHEN","NA",43.78957,-79.13986
"13786",10766533,105136027,"THE AULD SPOT PUB","C",43.6771,-79.35309
"13787",10766555,105058816,"FRESH BURRITO","C",43.59753,-79.52088
"13788",10766557,105058843,"STARBUCKS","M",43.7685,-79.41314
"13789",10766559,105058860,"ECOLE SECONDAIRE ETIENNE BRULE","S",43.75222,-79.3716
"13790",10766560,105058865,"JERK KING","S",43.65828,-79.39984
"13791",10766564,105058886,"ACE BAKERY","NA",43.7059,-79.46998
"13792",10766566,105058899,"DOLLARAMA","NA",43.70067,-79.5188
"13793",10766568,105058911,"ROYAL GAS & CONVENIENCE","NA",43.61491,-79.49824
"13794",10766570,105223882,"NO 10 DEAN BAR CAFE","S",43.65833,-79.40045
"13795",10766572,105058969,"SHELL","M",43.80597,-79.27802
"13796",10766576,105059006,"PAR BAR","NA",43.65487,-79.38238
"13797",10766577,105059018,"LOCAMETRO","NA",43.73794,-79.56773
"13798",10766588,105059124,"FINCH MAIN BILLIARDS","NA",43.74969,-79.54987
